room_w,room_h,sofa_w,sofa_h,table_w,table_h,chair_w,chair_h,sofa_x,sofa_y,table_x,table_y,chair_x,chair_y
8.3,6.5,3.0,2.6,1.4,1.8,1.1,0.8,5.300000000000001,1.5704718471504342,3.45,2.35,3.45,4.65
5.0,5.9,1.4,1.9,1.6,1.4,0.7,0.7,3.1662927735179562,0.0,1.7,2.25,1.7,4.15
8.8,9.2,3.0,1.3,1.0,1.8,1.1,0.9,5.800000000000001,4.765331794242115,3.9000000000000004,3.6999999999999997,3.9000000000000004,2.3
9.1,7.1,2.8,2.1,1.3,1.6,1.4,1.0,0.0,2.5317899585846346,3.9,2.75,2.0,2.75
7.7,7.8,1.8,2.6,1.2,1.7,0.7,0.9,5.9,2.666043239294714,3.25,3.05,3.25,5.25
5.1,7.1,1.6,2.2,1.0,1.8,0.6,0.9,3.2781963190165584,0.0,2.05,2.65,0.9499999999999997,2.65
6.1,7.0,1.6,2.2,1.4,1.6,0.5,1.0,4.040702005399408,0.0,2.3499999999999996,2.7,4.25,2.7
6.8,9.9,2.7,1.4,1.4,1.2,1.4,0.8,2.492434982095421,8.5,2.7,4.3500000000000005,2.7,3.0500000000000007
7.1,7.4,2.3,1.6,1.9,1.2,1.2,0.8,3.528944068465339,0.0,2.5999999999999996,3.1,5.0,3.1
9.3,7.8,1.5,1.1,1.6,1.8,1.1,0.8,0.0,2.741401911902621,3.8500000000000005,3.0,3.8500000000000005,1.7000000000000002
5.7,9.3,2.9,2.9,1.9,1.7,0.7,0.8,2.8000000000000003,0.47601888829783195,1.9000000000000001,3.8000000000000003,1.9000000000000001,6.0
7.2,5.9,1.4,2.6,1.2,1.9,1.0,0.7,5.800000000000001,0.14442149198642693,3.0,2.0,1.5,2.0
5.4,5.6,1.8,1.5,1.2,1.4,0.7,0.8,3.6000000000000005,1.5714296121349283,2.1,2.0999999999999996,0.9000000000000001,2.0999999999999996
9.0,7.1,1.4,2.6,1.9,1.1,0.5,1.3,6.434161001202441,4.5,3.55,3.0,2.55,3.0
9.1,6.9,1.2,2.6,1.4,1.6,0.5,1.1,7.8999999999999995,3.9335252815713218,3.8499999999999996,2.6500000000000004,5.75,2.6500000000000004
8.8,9.6,1.5,2.9,1.9,1.8,1.5,1.3,2.5217969118879022,6.699999999999999,3.45,3.9,1.4500000000000002,3.9
8.4,6.7,2.0,1.8,1.4,1.0,1.0,0.6,6.4,3.20815315556728,3.5,2.85,3.5,1.75
6.3,7.3,1.0,1.3,1.9,1.3,1.0,1.2,0.0,4.056961452612395,2.2,3.0,0.7000000000000002,3.0
5.3,7.6,1.8,2.9,1.8,1.7,1.2,1.1,0.20021003365435114,0.0,1.75,2.9499999999999997,1.75,1.3499999999999996
8.3,5.0,1.1,2.7,1.9,1.6,0.8,1.3,2.845415235295016,2.3,3.2,1.7,3.2,0.0
5.4,6.2,1.3,2.1,1.0,1.4,0.7,0.7,4.1000000000000005,1.7250537980993554,2.2,2.4000000000000004,1.0000000000000002,2.4000000000000004
7.5,9.7,1.6,1.9,1.3,1.6,1.0,1.4,1.3396881585083826,7.799999999999999,3.1,4.05,4.9,4.05
5.8,8.2,1.5,1.2,1.1,1.0,1.4,0.6,1.0458959259053064,6.999999999999999,2.3499999999999996,3.5999999999999996,3.9499999999999997,3.5999999999999996
5.3,8.2,2.6,1.7,1.2,1.7,1.0,0.9,0.0,6.227036266185224,2.05,3.2499999999999996,2.05,5.449999999999999
9.5,7.2,2.1,1.1,1.7,1.0,0.8,0.9,0.0,5.997758835508697,3.9,3.1,3.9,4.6
5.3,9.2,1.4,2.0,1.4,1.6,1.0,1.1,0.0,1.4750611431879666,1.95,3.8,3.8499999999999996,3.8
7.3,6.6,2.9,2.0,1.5,1.7,1.1,1.1,0.0,3.435463512228129,2.9,2.4499999999999997,2.9,0.8499999999999996
9.7,9.4,1.2,1.2,1.3,1.9,1.1,1.4,0.0,2.723165986125952,4.199999999999999,3.75,2.599999999999999,3.75
7.0,7.5,1.2,1.1,1.3,1.5,0.7,0.9,1.4410366775587766,0.0,2.85,3.0,1.6500000000000004,3.0
6.9,8.7,2.7,1.9,1.2,1.2,1.3,1.4,1.3656163520268958,0.0,2.85,3.7499999999999996,1.05,3.7499999999999996
8.8,7.2,1.4,2.4,1.2,1.8,1.2,0.7,4.472826225856862,4.800000000000001,3.8000000000000003,2.7,3.8000000000000003,5.0
6.0,9.6,2.9,1.7,1.3,1.4,1.0,0.6,3.1,6.821863723636599,2.35,4.1,0.8500000000000001,4.1
5.8,7.8,2.2,2.4,1.8,1.7,1.1,0.7,2.000782277618456,0.0,2.0,3.05,2.0,1.8499999999999996
7.0,9.1,1.8,1.3,1.4,1.9,0.8,1.1,4.157551637118854,0.0,2.8,3.5999999999999996,2.8,1.9999999999999996
5.8,7.4,2.0,1.2,1.8,1.2,1.3,1.2,0.0,1.0009222496043935,2.0,3.1,4.3,3.1
9.9,7.1,1.2,1.2,1.1,1.8,0.5,0.7,8.700000000000001,3.462927065664226,4.4,2.65,6.0,2.65
6.0,6.9,1.6,2.2,1.3,1.5,0.9,1.1,0.0,3.138839848283778,2.35,2.7,2.35,4.7
9.6,7.9,1.0,1.8,1.5,1.6,0.8,0.6,0.0,0.25016218274560814,4.05,3.1500000000000004,4.05,2.0500000000000003
9.0,10.0,2.4,1.5,1.0,1.4,1.5,1.2,6.6,5.710424993616736,4.0,4.3,4.0,6.199999999999999
6.4,5.0,2.7,2.2,1.5,2.0,1.1,1.0,3.5766132749071207,2.8,2.45,1.5,2.45,0.0
5.8,5.2,1.8,2.8,1.0,1.5,1.3,1.3,3.2075615926295664,0.0,2.4,1.85,3.9,1.85
8.6,9.4,2.9,1.3,1.7,1.5,0.8,0.7,0.0,5.4899521990889,3.4499999999999997,3.95,3.4499999999999997,2.75
6.2,5.0,1.4,1.4,1.8,1.8,0.9,0.8,4.800000000000001,2.6031403855849775,2.2,1.6,0.8000000000000003,1.6
5.2,9.8,1.9,1.1,1.4,1.5,1.5,1.2,3.3000000000000003,1.1337287995191645,1.9000000000000001,4.15,1.9000000000000001,2.45
5.2,6.5,2.2,1.4,1.9,1.7,0.7,0.8,1.104026579731447,5.1,1.6500000000000001,2.4,1.6500000000000001,4.6
7.9,6.4,1.2,1.5,1.0,1.2,1.0,1.5,0.08202906469696522,0.0,3.45,2.6,4.95,2.6
5.4,7.4,2.8,1.9,1.2,1.3,1.4,0.6,0.37418806108939784,0.0,2.1,3.0500000000000003,0.20000000000000018,3.0500000000000003
5.6,8.3,1.3,3.0,1.6,1.8,1.3,0.8,1.4632001030176747,5.300000000000001,1.9999999999999998,3.2500000000000004,0.19999999999999973,3.2500000000000004
9.7,7.3,2.6,1.4,1.2,1.3,0.8,1.1,6.469470743861522,0.0,4.25,3.0,5.95,3.0
6.3,7.7,1.2,2.7,1.2,1.0,1.1,0.5,1.5083705377621857,5.0,2.55,3.35,0.9499999999999997,3.35
6.4,9.0,2.3,1.9,1.5,1.5,0.8,0.9,0.0,1.7960174516518002,2.45,3.75,2.45,2.35
6.2,8.1,2.6,1.6,1.3,1.2,0.7,0.8,3.6,5.64502137452321,2.45,3.4499999999999997,2.45,5.1499999999999995
8.0,5.6,1.2,1.3,1.8,1.0,0.6,1.1,6.8,1.0504139480063912,3.1,2.3,3.1,3.8
9.7,9.4,1.8,2.1,1.1,1.9,1.1,1.2,7.8999999999999995,1.4656500187037784,4.3,3.75,4.3,2.05
5.6,8.8,1.1,2.5,1.7,1.2,0.5,1.5,0.0,2.170851316506633,1.9499999999999997,3.8000000000000003,4.1499999999999995,3.8000000000000003
7.3,5.7,1.6,2.1,1.7,1.9,1.3,0.7,0.0,2.6823983621761456,2.8,1.9000000000000001,2.8,0.7000000000000002
6.7,9.2,2.1,1.3,1.7,1.7,1.5,0.7,1.8854935543369022,0.0,2.5,3.7499999999999996,2.5,5.949999999999999
6.0,7.6,1.8,1.9,1.5,1.4,0.7,0.5,0.35496166498334836,5.699999999999999,2.25,3.0999999999999996,1.05,3.0999999999999996
6.5,7.4,2.1,2.1,1.9,1.7,1.1,0.8,2.2316213261833657,5.300000000000001,2.3,2.85,2.3,1.5499999999999998
5.4,7.8,1.1,2.0,1.8,1.6,0.8,0.8,2.195045912623441,0.0,1.8000000000000003,3.0999999999999996,4.1000000000000005,3.0999999999999996
9.4,8.9,2.8,1.8,1.1,1.2,0.9,1.1,1.9087212828067337,7.1000000000000005,4.15,3.85,4.15,2.25
7.6,6.2,3.0,2.9,1.7,1.1,1.3,0.6,2.6114064637839345,0.0,2.9499999999999997,2.55,2.9499999999999997,4.15
9.8,5.3,2.8,3.0,1.9,1.9,1.3,1.4,0.0,0.6266520758084435,3.95,1.7,3.95,0.0
8.0,8.6,1.4,1.3,1.7,1.5,1.1,1.5,6.6,5.248185889320998,3.15,3.55,3.15,1.5499999999999998
9.7,8.2,2.2,2.8,1.5,1.7,1.4,1.5,3.197763442480291,5.3999999999999995,4.1,3.2499999999999996,6.1,3.2499999999999996
5.6,7.1,2.0,2.4,1.7,1.3,1.2,1.1,3.5999999999999996,2.602347022722859,1.9499999999999997,2.9,0.24999999999999978,2.9
9.2,9.6,2.9,1.9,1.0,1.7,0.7,1.0,6.299999999999999,7.085851620533687,4.1,3.9499999999999997,4.1,2.4499999999999997
9.0,9.0,2.7,2.2,1.1,1.1,1.5,0.8,0.0,4.695678936240937,3.95,3.95,1.9500000000000002,3.95
8.7,9.2,2.2,1.9,1.0,1.3,0.6,1.4,6.499999999999999,4.412373871559563,3.8499999999999996,3.9499999999999997,3.8499999999999996,2.05
5.4,9.7,1.9,1.7,1.6,1.5,1.1,1.2,0.0,7.457634724382695,1.9000000000000001,4.1,4.0,4.1
5.4,6.9,1.4,1.4,1.1,1.0,1.3,0.9,0.0,2.7406055624982515,2.1500000000000004,2.95,2.1500000000000004,1.5500000000000003
6.9,6.9,2.1,1.7,1.3,1.8,0.5,1.2,2.0048061590826305,0.0,2.8000000000000003,2.5500000000000003,2.8000000000000003,0.8500000000000003
8.7,6.6,2.5,2.3,1.0,1.9,0.7,1.5,6.199999999999999,4.0616655685387,3.8499999999999996,2.3499999999999996,3.8499999999999996,4.75
7.2,9.1,2.2,2.8,1.3,2.0,0.6,0.6,5.0,6.257462817181247,2.95,3.55,2.95,6.05
8.1,5.6,1.0,1.1,1.2,2.0,0.9,0.8,7.1,0.2532159983489487,3.4499999999999997,1.7999999999999998,2.05,1.7999999999999998
7.9,9.4,1.5,1.3,1.0,1.4,0.8,1.0,6.4,0.8769126443705346,3.45,4.0,2.1500000000000004,4.0
7.6,5.5,2.1,2.0,1.8,1.4,1.1,0.5,0.0,2.1383552733378863,2.9,2.05,2.9,3.9499999999999997
9.1,8.4,2.7,2.4,1.5,1.9,1.5,1.5,6.3999999999999995,2.209460156355829,3.8,3.25,3.8,1.25
6.4,9.5,2.8,1.7,1.3,1.8,0.6,1.2,0.0,1.0158945759620353,2.5500000000000003,3.85,2.5500000000000003,6.15
7.6,7.6,1.5,1.9,1.9,1.5,0.5,1.0,6.1,3.072312418020537,2.8499999999999996,3.05,2.8499999999999996,1.5499999999999998
7.1,6.1,1.7,1.4,1.4,1.6,1.3,1.0,0.0,3.5219321095375786,2.8499999999999996,2.25,4.75,2.25
6.3,7.6,1.4,1.1,2.0,1.3,0.5,1.2,4.71314494029184,0.0,2.15,3.15,4.65,3.15
9.1,5.8,3.0,2.6,1.2,1.1,1.1,0.9,0.0,2.627551351482158,3.9499999999999997,2.3499999999999996,5.6499999999999995,2.3499999999999996
5.1,8.5,1.5,2.1,1.6,1.4,1.1,0.9,0.0,1.202102470444681,1.7499999999999998,3.55,1.7499999999999998,5.449999999999999
9.2,9.3,2.8,2.2,1.9,1.9,1.2,1.4,1.8979045179668472,7.1000000000000005,3.6499999999999995,3.7,1.9499999999999993,3.7
9.4,9.7,2.0,1.7,1.9,1.7,0.7,1.1,0.49692517114203305,7.999999999999999,3.75,3.9999999999999996,6.15,3.9999999999999996
6.1,5.7,2.5,2.5,1.4,1.2,1.4,0.5,0.0,1.484081478356659,2.3499999999999996,2.25,2.3499999999999996,1.25
9.7,6.7,1.8,2.3,1.9,1.1,1.0,1.0,5.0922513549171,0.0,3.8999999999999995,2.8,6.299999999999999,2.8
6.7,9.6,2.3,1.8,1.4,1.7,0.8,1.0,4.4,5.164896407154385,2.6500000000000004,3.9499999999999997,4.550000000000001,3.9499999999999997
5.7,7.9,1.7,2.4,1.2,1.9,0.8,1.3,0.0,2.2277114425044084,2.25,3.0,3.95,3.0
8.2,5.1,2.6,1.4,1.5,1.6,0.8,1.2,0.0,0.7506758304501064,3.3499999999999996,1.7499999999999998,2.05,1.7499999999999998
5.3,8.6,1.6,2.7,1.9,1.0,1.1,1.3,0.0,3.2867995385579842,1.7,3.8,4.1,3.8
5.6,7.2,1.8,2.1,1.8,1.8,0.9,0.7,2.6979937350640717,5.1,1.9,2.7,4.2,2.7
5.5,8.7,1.4,2.6,1.4,1.5,0.8,0.9,4.1,3.2554600745614177,2.05,3.5999999999999996,0.7499999999999998,3.5999999999999996
7.2,9.1,2.9,3.0,1.5,1.6,0.6,0.5,4.300000000000001,6.066027228763119,2.85,3.75,2.85,5.85
7.6,6.8,2.8,1.7,1.6,1.3,0.8,1.3,4.8,1.8783048328221326,3.0,2.75,5.1,2.75
9.0,6.7,2.2,2.9,1.0,1.7,0.6,1.2,6.8,1.4398971606828268,4.0,2.5,4.0,4.7
5.3,9.6,2.5,2.4,1.6,1.8,0.7,1.5,0.0,3.869858851048627,1.8499999999999999,3.9,1.8499999999999999,1.9
7.7,7.7,1.8,1.8,1.6,1.3,1.4,1.0,5.9,0.9292738611588073,3.05,3.2,3.05,5.0
6.8,9.0,1.0,1.5,1.8,1.6,0.9,0.9,5.138686672628664,7.5,2.5,3.7,1.1,3.7
5.9,9.1,2.4,2.1,1.8,1.1,1.1,0.5,3.5000000000000004,6.084743301056088,2.0500000000000003,4.0,2.0500000000000003,3.0
8.4,5.3,1.0,2.3,1.9,1.9,1.3,1.2,5.840436850831581,3.0,3.25,1.7,5.65,1.7
6.2,5.9,2.2,2.1,1.2,1.4,0.7,1.4,0.0,2.8034117372558436,2.5,2.25,4.2,2.25
5.5,8.7,2.1,2.1,1.3,1.9,0.5,0.8,1.6921015169108433,0.0,2.1,3.3999999999999995,3.9000000000000004,3.3999999999999995
6.5,8.1,1.6,2.6,2.0,1.2,1.5,1.4,4.819770737799424,0.0,2.25,3.4499999999999997,2.25,1.5499999999999998
7.6,6.4,1.3,2.1,1.2,2.0,1.2,0.5,5.826985597435021,4.300000000000001,3.1999999999999997,2.2,4.8999999999999995,2.2
5.8,7.4,2.3,2.4,1.5,1.3,0.5,1.2,0.0,4.856747024865584,2.15,3.0500000000000003,2.15,1.3500000000000003
7.2,9.1,2.9,1.7,1.4,1.8,0.7,0.8,0.0,4.015531289544126,2.9000000000000004,3.65,2.9000000000000004,2.3499999999999996
8.5,9.2,2.8,1.8,1.9,2.0,0.6,0.7,3.5086161645577647,7.3999999999999995,3.3,3.5999999999999996,3.3,2.3999999999999995
5.1,8.5,1.1,2.9,1.9,1.6,0.9,0.9,0.0,4.658719544258357,1.5999999999999999,3.45,0.19999999999999984,3.45
8.5,5.8,2.1,2.4,1.1,1.3,0.7,0.7,0.0,2.2136503481140264,3.7,2.25,5.300000000000001,2.25
5.2,7.1,1.9,1.4,1.4,1.2,1.3,1.0,3.120069388499112,0.0,1.9000000000000001,2.9499999999999997,1.9000000000000001,4.6499999999999995
9.3,8.4,1.5,1.3,1.0,1.9,1.1,1.4,5.6455658314300985,0.0,4.15,3.25,4.15,5.65
8.9,7.4,2.1,1.0,1.1,1.4,0.9,1.2,0.13260488800085632,6.4,3.9000000000000004,3.0,3.9000000000000004,1.3
8.8,7.4,2.4,1.6,1.5,1.6,0.8,1.0,0.0,0.7350839053404626,3.6500000000000004,2.9000000000000004,3.6500000000000004,5.0
9.7,7.7,1.3,1.5,1.0,1.5,1.0,1.3,5.488063839682673,0.0,4.35,3.1,4.35,1.3
8.4,7.0,2.1,1.5,1.7,1.8,1.4,1.3,6.300000000000001,1.2939877239537982,3.35,2.6,1.4500000000000002,2.6
6.7,7.9,2.5,1.5,1.7,1.8,0.8,1.3,4.2,0.43953381744000314,2.5,3.0500000000000003,2.5,1.2500000000000002
5.6,5.4,1.4,2.3,1.2,1.2,1.3,1.3,0.0,0.12998733400627024,2.1999999999999997,2.1,3.8999999999999995,2.1
7.1,5.6,1.9,1.9,1.2,1.3,0.6,1.3,5.199999999999999,3.6340309120357936,2.9499999999999997,2.15,2.9499999999999997,3.95
6.1,6.5,2.0,1.2,1.3,1.4,1.2,1.2,2.7090497719599465,0.0,2.4,2.55,2.4,4.449999999999999
8.9,5.3,2.5,1.6,1.0,1.8,0.7,0.6,4.7352151367897575,3.6999999999999997,3.95,1.75,2.75,1.75
5.6,8.0,2.8,2.3,1.5,1.5,1.5,1.2,0.4813903623900744,0.0,2.05,3.25,2.05,1.5499999999999998
8.5,8.7,2.2,2.4,1.5,1.2,1.4,0.8,0.5174075552472105,6.299999999999999,3.5,3.7499999999999996,5.5,3.7499999999999996
7.0,8.9,1.1,2.4,1.1,1.9,1.4,0.8,0.0,1.2102029972216122,2.95,3.5,2.95,5.9
5.9,5.3,1.7,3.0,1.6,1.4,1.1,0.7,4.2,1.6677392243612066,2.1500000000000004,1.95,0.5500000000000003,1.95
5.3,9.1,1.9,2.8,1.9,1.6,0.9,1.0,2.2470219891135548,0.0,1.7,3.75,4.1,3.75
9.0,5.8,1.5,1.6,1.6,1.9,1.2,1.1,0.0,1.7510975853174964,3.7,1.95,3.7,0.34999999999999987
5.5,5.3,1.1,2.8,1.6,1.5,0.9,0.9,0.0,1.2171569645622249,1.95,1.9,0.5499999999999998,1.9
5.8,6.9,1.4,2.5,1.3,1.5,1.3,1.4,1.6477501179839842,0.0,2.25,2.7,4.05,2.7
7.8,5.9,2.5,2.8,1.7,1.8,0.6,0.7,1.5187843802886076,0.0,3.05,2.0500000000000003,3.05,0.8500000000000003
6.7,8.3,1.9,1.3,1.8,1.2,1.2,0.9,4.800000000000001,0.7350972453360364,2.45,3.5500000000000003,2.45,5.25
5.6,9.6,1.7,1.9,1.5,1.1,1.1,1.3,0.0,5.414099586204701,2.05,4.25,4.05,4.25
6.5,7.6,2.1,1.2,1.7,1.1,0.9,1.2,0.0,0.4009553879087548,2.4,3.25,2.4,1.5499999999999998
5.6,8.6,2.5,2.2,1.9,1.8,1.4,0.7,1.1616950061208686,6.3999999999999995,1.8499999999999999,3.4,4.199999999999999,3.4
8.0,6.8,3.0,2.8,1.4,1.1,1.2,1.1,5.0,3.6104001607851486,3.3,2.8499999999999996,5.199999999999999,2.8499999999999996
5.1,5.4,1.8,1.0,1.4,1.8,0.7,1.1,0.0,1.2141212050324148,1.8499999999999999,1.8000000000000003,0.6499999999999999,1.8000000000000003
6.0,7.5,2.5,2.0,1.9,1.6,1.3,1.2,0.4471972452507933,5.5,2.05,2.95,2.05,5.050000000000001
5.2,9.4,1.1,2.4,1.3,2.0,1.0,1.2,1.8014726202009361,0.0,1.9500000000000002,3.7,1.9500000000000002,2.0
9.9,8.9,2.9,2.3,1.4,1.5,0.8,0.9,4.918674627444069,6.6000000000000005,4.25,3.7,2.95,3.7
9.5,9.4,2.1,2.6,1.1,1.6,1.2,0.7,0.0,5.133639929015552,4.2,3.9000000000000004,4.2,2.7
7.2,6.7,2.6,1.2,1.1,1.8,1.4,0.8,4.6,5.441335560077048,3.05,2.45,1.15,2.45
8.5,7.6,1.0,2.3,1.1,1.4,1.5,0.9,7.5,4.42227522043659,3.7,3.0999999999999996,1.7000000000000002,3.0999999999999996
5.7,8.1,1.6,1.7,1.3,1.1,1.4,0.8,1.4860325528842497,0.0,2.2,3.5,2.2,2.2
5.4,5.1,2.4,2.1,1.3,1.3,1.3,0.8,0.5684534134507575,0.0,2.0500000000000003,1.9,3.8500000000000005,1.9
7.7,9.2,1.3,2.2,1.2,1.2,0.6,1.4,4.262377611579476,0.0,3.25,3.9999999999999996,3.25,2.0999999999999996
8.9,8.2,1.4,3.0,2.0,1.1,0.8,0.6,0.0,1.008567567012185,3.45,3.55,3.45,2.4499999999999997
6.6,7.0,2.2,2.2,1.4,1.6,1.1,1.2,2.8516032788308863,4.8,2.5999999999999996,2.7,4.5,2.7
9.2,9.8,1.6,2.7,1.7,1.7,0.6,1.3,0.0,1.968611983620738,3.7499999999999996,4.050000000000001,2.6499999999999995,4.050000000000001
6.3,5.3,2.8,2.2,1.5,1.4,1.5,0.8,3.5,2.741791037633172,2.4,1.95,0.3999999999999999,1.95
9.8,8.9,2.9,2.7,1.4,1.6,0.9,1.4,2.546125568318097,0.0,4.2,3.6500000000000004,6.1,3.6500000000000004
6.3,9.4,1.8,2.3,1.2,1.1,1.2,1.1,0.0,0.8337031464363767,2.55,4.15,2.55,5.75
8.3,7.7,1.3,1.9,1.8,1.3,1.0,0.9,0.30102711362218754,5.800000000000001,3.2500000000000004,3.2,3.2500000000000004,1.8000000000000003
6.4,5.9,3.0,1.1,1.9,1.6,0.9,0.7,0.05556906507518327,4.800000000000001,2.25,2.1500000000000004,2.25,0.9500000000000004
9.0,7.1,2.1,2.8,1.3,1.3,0.6,0.6,3.801339430014951,0.0,3.85,2.9,3.85,1.7999999999999998
8.2,8.3,1.5,2.6,1.9,1.9,1.1,0.6,2.6911700862911916,0.0,3.1499999999999995,3.2,1.5499999999999994,3.2
9.2,6.3,1.8,1.5,1.5,1.6,0.7,0.6,0.0,3.4355431884719425,3.8499999999999996,2.3499999999999996,3.8499999999999996,4.449999999999999
6.5,6.4,1.2,2.7,1.4,1.9,0.5,1.3,3.7779044943473927,3.7,2.55,2.25,2.55,0.44999999999999996
7.5,5.3,1.5,1.3,1.0,1.6,1.4,1.4,6.0,0.6136589528349399,3.25,1.8499999999999999,1.35,1.8499999999999999
8.0,9.9,1.4,1.3,1.6,1.1,1.2,0.6,0.0,3.3448019588524183,3.2,4.4,3.2,6.0
5.1,7.1,2.6,2.8,1.6,1.9,0.9,0.7,1.945959218838708,4.3,1.7499999999999998,2.5999999999999996,0.34999999999999976,2.5999999999999996
8.3,6.5,2.5,2.2,1.3,1.8,1.0,1.2,3.138494501046165,4.3,3.5000000000000004,2.35,2.0000000000000004,2.35
7.0,9.8,1.7,2.0,1.8,1.6,1.2,0.6,5.3,6.136248922843945,2.6,4.1000000000000005,4.9,4.1000000000000005
6.6,9.2,1.2,1.8,1.3,1.4,0.6,1.1,5.3999999999999995,1.040439939661077,2.65,3.8999999999999995,2.65,2.2999999999999994
5.1,6.2,1.7,2.3,1.9,1.3,1.0,0.7,2.945908720609485,0.0,1.5999999999999999,2.45,4.0,2.45
9.7,6.2,2.2,2.6,1.6,1.0,1.4,1.0,0.2047648098862431,3.6,4.05,2.6,2.15,2.6
7.7,6.3,1.3,2.4,1.1,1.6,1.5,1.5,0.0,2.4184573304520733,3.3,2.3499999999999996,3.3,0.34999999999999964
8.5,7.1,2.1,1.5,1.9,1.4,1.1,0.8,5.351875123417058,0.0,3.3,2.8499999999999996,5.699999999999999,2.8499999999999996
5.9,8.0,1.1,2.3,1.4,1.1,1.0,1.3,0.8628444578433901,0.0,2.25,3.45,4.15,3.45
5.5,8.6,1.7,1.3,1.8,1.6,0.7,1.1,3.066353277931124,0.0,1.85,3.5,1.85,1.9
9.1,6.2,1.4,2.2,1.5,1.9,1.1,1.3,7.2249234059864715,4.0,3.8,2.1500000000000004,3.8,0.3500000000000003
5.8,7.9,1.3,1.9,1.4,1.8,1.0,1.2,0.8651115646867897,6.0,2.2,3.0500000000000003,2.2,1.3500000000000003
9.5,8.5,1.7,1.2,1.0,1.9,1.2,1.5,3.513536049725898,7.3,4.25,3.3,4.25,5.699999999999999
9.8,6.0,1.1,1.7,1.3,1.5,1.2,0.6,0.4846603198135267,0.0,4.25,2.25,2.55,2.25
9.6,5.8,2.0,3.0,2.0,1.9,0.7,1.1,6.354579722013112,2.8,3.8,1.95,3.8,4.35
6.7,8.4,1.7,2.3,1.6,1.6,1.4,0.6,0.116979364360566,0.0,2.55,3.4000000000000004,2.55,2.3000000000000003
5.6,9.8,1.0,2.2,1.5,1.4,0.6,0.6,0.0,4.581077190129925,2.05,4.2,0.9499999999999997,4.2
8.2,5.2,2.3,1.3,1.9,1.4,0.9,0.6,0.9458498976841256,3.9000000000000004,3.1499999999999995,1.9000000000000001,3.1499999999999995,3.8
9.8,7.4,2.0,2.3,1.6,1.1,0.7,1.1,7.800000000000001,0.2730066522632924,4.1000000000000005,3.1500000000000004,4.1000000000000005,4.75
6.1,5.1,1.9,2.7,1.0,1.2,0.9,0.7,4.199999999999999,1.5184927516486915,2.55,1.9499999999999997,1.15,1.9499999999999997
9.4,5.4,2.7,1.4,1.1,1.8,1.2,1.4,0.12545698144427794,0.0,4.15,1.8000000000000003,5.75,1.8000000000000003
7.3,5.4,1.8,2.3,1.5,1.4,1.3,1.3,0.0,1.2158583041430686,2.9,2.0,1.0999999999999999,2.0
8.9,6.6,1.6,1.7,1.5,1.6,1.0,1.1,0.0,1.450672859887649,3.7,2.5,2.2,2.5
9.9,8.9,1.8,1.9,1.6,1.6,1.4,0.9,2.269524526567746,0.0,4.15,3.6500000000000004,4.15,2.2500000000000004
7.6,10.0,2.1,2.2,1.4,1.1,1.3,1.4,0.0,0.1211818393390699,3.0999999999999996,4.45,3.0999999999999996,6.050000000000001
6.2,5.6,1.3,2.6,1.9,1.3,0.8,0.6,0.7970757545733544,2.9999999999999996,2.1500000000000004,2.15,0.8500000000000003,2.15
6.2,7.6,2.1,1.4,1.8,1.7,1.1,0.9,2.260309431237067,0.0,2.2,2.9499999999999997,2.2,5.1499999999999995
7.4,9.6,2.9,1.1,1.4,1.3,1.1,1.0,4.5,3.8347422964603326,3.0,4.1499999999999995,1.4,4.1499999999999995
8.1,5.2,2.8,1.2,1.9,1.1,1.4,0.7,0.0,0.37939181569522873,3.0999999999999996,2.05,3.0999999999999996,3.65
5.4,6.5,2.2,2.1,1.5,1.9,0.6,0.5,3.2,1.0585942308322167,1.9500000000000002,2.3,1.9500000000000002,1.2999999999999998
8.3,8.8,2.7,2.1,1.2,1.9,0.6,0.8,1.8630439980297984,6.700000000000001,3.5500000000000003,3.45,5.25,3.45
9.3,7.3,1.5,1.1,1.3,1.1,0.6,0.5,2.423727608138264,0.0,4.0,3.0999999999999996,2.9,3.0999999999999996
8.9,10.0,1.9,1.9,1.1,1.1,0.5,0.8,0.37712310084178,0.0,3.9000000000000004,4.45,2.9000000000000004,4.45
10.0,8.2,1.7,2.6,1.8,1.6,1.1,1.4,7.828642054959926,5.6,4.1,3.3,4.1,5.4
9.8,8.1,1.3,2.2,1.4,1.2,1.0,1.3,2.3873386343020147,5.8999999999999995,4.2,3.4499999999999997,6.1,3.4499999999999997
5.5,6.0,2.3,1.8,1.3,1.2,1.3,0.8,2.051481464088494,0.0,2.1,2.4,0.30000000000000004,2.4
9.7,6.1,2.6,1.5,1.9,1.2,1.0,0.8,7.1,3.7293855379070884,3.8999999999999995,2.4499999999999997,2.3999999999999995,2.4499999999999997
5.5,7.0,1.9,1.2,1.2,1.5,0.6,0.7,3.6,0.3619578652345977,2.15,2.75,3.8499999999999996,2.75
6.3,6.9,2.6,1.3,1.1,1.0,1.5,0.6,3.6999999999999997,0.4707191968850349,2.5999999999999996,2.95,2.5999999999999996,1.85
5.9,7.6,1.7,1.5,1.1,2.0,1.4,0.6,3.785468966333069,0.0,2.4000000000000004,2.8,2.4000000000000004,5.3
7.0,6.1,1.6,1.8,1.8,1.4,1.2,1.4,5.4,0.8587992533098753,2.6,2.3499999999999996,2.6,0.44999999999999973
